crop,temp_c,humidity,gas_ppm,hours_since_harvest,vqi,weight
Banana,27.99,69.76,169.19,45,5.03,122.44894044710873
Banana,26.3,66.85,93.36,31,5.99,105.9106927543775
Banana,26.47,71.34,144.9,4,6.05,124.40148724330838
Banana,29.5,74.08,296.91,35,4.71,130.2678915171706
Banana,30.1,56.85,372.43,34,6.47,106.72827636922203
Banana,25.38,72.6,430.7,28,4.51,150.47497180037703
Banana,30.22,71.49,168.51,10,6.24,122.88354679785067
Banana,28.85,59.12,280.03,14,5.96,137.44564228067944
Banana,30.17,67.32,48.49,31,5.65,119.87958351301221
Banana,22.19,68.18,200.57,17,6.38,78.15053382966978
Banana,25.74,59.55,17.63,43,5.4,118.05203360168196
Banana,26.48,64.69,448.92,27,5.5,106.65662875105357
Banana,25.59,65.78,192.12,6,6.57,132.09720555532155
Banana,32.75,59.6,209.21,47,3.82,132.86549701128646
Banana,25.77,63.31,94.47,28,6.52,109.32419655350579
Banana,28.41,72.01,428.73,16,5.1,126.351266293048
Banana,27.46,73.42,36.55,29,5.7,127.19016958695045
Banana,26.13,59.48,487.22,4,6.81,154.55129011439317
Banana,24.87,51.68,142.86,42,5.65,136.97775844078012
Banana,33.17,71.19,40.86,2,5.68,114.64623440040708
Banana,26.33,74.11,229.89,2,7.96,115.75806926778742
Banana,29.63,69.38,201.13,7,6.02,112.70104570258624
Banana,26.97,63.56,165.61,12,7.79,117.55088038162582
Banana,25.62,59.58,161.41,47,4.25,107.44980937383635
Banana,27.32,68.08,59.55,17,5.2,125.91634480118171
Banana,27.92,70.27,254.75,34,5.09,102.38693223401185
Banana,25.59,61.7,183.49,25,6.25,130.42437887641125
Banana,24.71,66.38,164.47,33,5.04,97.3528200602682
Banana,28.43,62.83,318.4,11,6.4,123.10535340257978
Banana,27.35,68.77,70.46,26,4.97,90.53813384470891
Banana,25.04,54.71,470.3,11,6.43,119.44132410869467
Banana,24.18,66.98,315.28,14,6.33,116.12786972988545
Banana,28.05,63.17,122.08,2,7.31,103.93382603741908
Banana,21.25,74.16,432.35,36,4.93,107.70802037700687
Banana,26.22,66.56,453.24,15,5.35,113.95520030089443
Banana,27.41,68.54,187.01,22,5.75,141.035060139071
Banana,32.21,60.28,94.58,39,5.44,106.08590271212879
Banana,27.03,63.89,301.12,2,6.73,133.83304146090506
Banana,26.1,66.97,292.87,21,5.71,105.70650976229362
Banana,27.85,63.2,428.96,6,6.62,127.17745558742048
Banana,24.85,63.79,404.56,41,4.72,114.45683268744783
Banana,26.34,66.31,425.96,45,4.69,106.41481634401343
Banana,27.09,56.43,0.03,33,4.67,134.35389599186678
Banana,28.89,62.38,388.28,2,7.54,95.91600952652358
Banana,24.98,68.94,412.04,46,3.85,129.8036225243364
Banana,26.98,63.03,160.51,42,4.62,80.61563681472063
Banana,21.63,76.68,81.58,41,4.61,126.7257937318901
Banana,28.55,65.45,343.83,46,3.62,115.22882938779424
Banana,26.31,55.74,85.99,3,7.56,132.99860415544026
Banana,32.65,67.22,199.94,32,4.34,118.92575623808789
Banana,28.05,59.72,290.37,47,4.8,97.9967559157099
Banana,24.4,66.7,83.0,27,6.26,114.9838219570086
Banana,23.72,62.17,420.11,10,6.91,87.26725528440369
Banana,28.99,62.5,337.27,31,5.23,104.70554593074286
Banana,32.39,70.18,264.08,47,3.44,79.68042116702858
Banana,31.47,57.08,289.19,9,6.67,132.92084814442646
Banana,23.36,62.57,294.71,6,5.29,106.24261159412976
Banana,27.61,62.01,281.21,40,5.27,109.55969627307809
Banana,30.38,71.69,94.49,5,7.1,125.3007390518887
Banana,22.98,63.26,117.01,41,4.92,96.68744689362818
Banana,30.11,60.29,428.11,37,5.24,121.89572713733767
Banana,24.89,66.16,27.32,22,6.69,138.09926203241056
Banana,26.35,60.53,464.28,34,5.28,129.73867259094465
Banana,27.83,61.25,197.45,27,5.05,132.6888959171812
Banana,30.2,68.45,237.51,41,4.52,106.33589592665123
Banana,31.6,50.67,223.93,40,4.47,110.00760550189035
Banana,26.03,60.18,172.12,12,6.63,111.84145528678427
Banana,25.56,61.62,236.58,22,5.11,128.06301495814319
Banana,25.36,72.73,231.25,23,4.83,119.11850460863612
Banana,29.34,67.23,290.32,38,5.4,108.06294642321896
Banana,29.99,64.84,65.42,8,6.37,95.4439903625172
Banana,29.68,64.48,291.57,43,4.18,100.71338066109215
Banana,27.81,65.62,242.98,14,5.39,123.60318862195925
Banana,28.11,66.23,170.49,21,5.91,120.20539269658548
Banana,26.31,65.63,68.73,16,6.87,114.66260726971737
Banana,26.59,74.73,424.7,39,4.45,107.62353990636265
Banana,29.56,62.8,448.06,35,5.38,99.07012949685053
Banana,27.79,65.87,232.97,37,5.17,121.36377766436406
Banana,25.58,65.19,425.42,47,4.25,105.22992481524244
Banana,30.3,69.7,448.91,26,5.1,97.37132118715093
Banana,25.18,61.53,304.44,30,4.09,117.98066473069467
Banana,27.44,63.17,430.08,29,6.43,127.31438802634062
Banana,23.28,57.44,205.47,15,6.48,117.00110800168734
Banana,24.16,69.94,27.96,5,5.26,118.05650617381957
Banana,27.06,57.39,89.91,39,6.26,117.19629482880669
Banana,24.91,67.7,40.25,8,7.37,121.24783400153574
Banana,26.31,73.41,42.32,14,5.22,105.07216572521267
Banana,30.64,74.63,225.65,18,5.49,121.53890031189746
Banana,26.63,63.47,455.5,30,4.88,128.9872468255525
Banana,29.7,63.27,328.2,18,4.81,119.06944098630456
Banana,24.66,64.63,123.65,37,4.63,119.10630074705003
Banana,28.65,69.5,201.51,20,4.04,123.38764541717744
Banana,24.0,64.34,248.41,27,5.87,125.10028959655577
Banana,26.25,63.63,300.33,46,4.76,115.94232449898485
Banana,28.77,70.36,178.87,10,6.59,148.53647916140264
Banana,27.04,65.22,159.56,3,6.57,126.3754966496585
Banana,29.83,64.23,97.53,21,5.32,113.70618825131837
Banana,29.0,60.62,195.96,24,5.51,108.6801113613276
Banana,26.07,70.14,294.25,19,6.5,145.81244570538053
Banana,30.89,66.24,115.79,27,5.77,127.93000188808074
Banana,28.31,64.94,410.97,26,5.83,117.29938049245348
Banana,26.27,55.69,462.71,18,5.81,135.42371347806778
Banana,27.44,69.77,274.77,40,5.03,117.19442357932758
Banana,27.27,59.33,472.96,11,6.53,116.12252989799036
Banana,27.6,67.26,386.78,26,5.46,134.91015107570988
Banana,26.57,61.11,1.7,47,5.41,117.61756967586754
Banana,28.12,59.63,437.07,29,4.24,100.82401807229913
Banana,29.37,69.64,294.72,27,5.72,84.31422540913348
Banana,28.28,65.51,309.1,13,6.17,143.2748034287896
Banana,28.17,65.21,251.07,45,4.94,102.41316540993152
Banana,26.7,74.75,384.07,20,5.71,103.83236623446452
Banana,24.34,74.68,142.7,24,5.51,97.4449429492629
Banana,23.61,63.77,165.13,15,7.22,100.89772447253014
Banana,24.88,58.46,177.78,18,6.57,122.99600745402776
Banana,25.75,72.07,54.56,16,5.73,102.65585567726438
Banana,32.02,58.28,47.55,22,5.77,110.37693138495534
Banana,30.75,67.38,179.8,39,4.1,113.91952074396441
Banana,25.22,63.66,221.73,31,5.05,105.34564179963567
Banana,28.35,65.38,62.42,20,5.62,101.65206492212288
Banana,26.8,71.13,269.09,33,4.52,115.74252386888648
Banana,27.71,61.07,258.52,30,5.12,102.2397893892475
Banana,25.35,61.96,342.89,23,4.92,99.91350600434355
Banana,33.73,68.79,330.8,21,6.43,123.40546213720741
Banana,32.59,73.94,264.74,39,4.25,139.62489234077637
Banana,26.12,77.37,193.93,39,4.26,110.03049725767666
Banana,25.21,57.75,88.43,37,4.88,106.88570735308079
Banana,29.78,62.9,453.81,2,7.47,103.54519725497937
Banana,23.37,59.84,304.85,20,7.02,132.78629544027532
Banana,29.54,69.23,339.8,44,5.23,137.94687372530137
Banana,27.38,65.3,443.56,27,6.02,97.50254231765271
Banana,22.7,69.39,395.74,8,6.2,110.74160294193553
Banana,26.54,63.02,349.22,35,5.13,112.78623928166674
Banana,25.03,68.5,123.78,37,4.52,126.64653333911572
Banana,27.49,64.11,391.51,7,6.42,149.36198741449564
Banana,27.17,65.71,280.27,38,4.6,111.00708045797678
Banana,22.96,62.12,194.77,23,5.7,144.8782544684755
Banana,26.0,71.8,432.89,10,6.42,126.88662272504159
Banana,28.72,58.69,114.97,44,5.3,127.61921290442329
Banana,29.24,64.43,30.6,30,4.46,136.7291245540449
Banana,25.91,73.9,187.42,18,6.64,134.65925676648615
Banana,28.37,71.38,318.45,14,5.85,110.706948251744
Banana,27.8,60.78,76.85,18,6.01,121.63216113402041
Banana,26.84,61.04,372.91,11,7.08,108.40464945470642
Banana,28.39,67.57,15.93,26,5.33,124.2255438336638
Banana,24.22,68.25,36.26,19,6.11,127.28508477469002
Banana,27.0,70.95,230.59,45,4.19,115.12303060077974
Banana,22.19,57.95,33.73,16,6.08,121.28287044022369
Banana,26.84,71.58,351.97,28,6.1,137.45085755923202
Banana,31.28,60.49,62.1,20,5.74,117.43649017191433
Banana,26.04,71.67,314.06,16,5.76,90.1077551761569
Banana,30.98,56.92,62.19,46,4.99,92.56612600251752
Banana,26.09,59.43,475.83,8,6.55,109.5610586953908
Banana,23.75,73.61,168.86,44,5.62,119.3435950210883
Banana,29.0,73.88,444.31,41,5.22,144.35329614946926
Banana,28.39,65.5,440.74,17,5.35,107.38728996929677
Banana,33.96,63.35,464.33,25,6.26,118.24386685020961
Banana,24.06,64.92,472.69,24,6.16,127.26744022397217
Banana,28.07,67.07,307.03,12,6.9,100.33132608894606
Banana,28.18,67.52,191.29,25,6.07,123.22915048931847
Banana,30.17,63.53,464.44,6,6.58,137.78088098320916
Banana,28.59,55.32,470.74,40,4.59,92.71789635209498
Banana,26.14,62.28,420.23,31,5.46,112.52921699820031
Banana,23.79,57.22,358.31,17,6.75,139.70313240113916
Banana,28.04,68.83,149.25,21,6.49,130.02575659610602
Banana,28.12,66.84,369.06,30,6.29,142.02958349529385
Banana,28.89,64.44,314.3,18,6.57,131.95080416540512
Banana,26.13,63.75,42.34,20,6.33,101.15163376630629
Banana,27.83,74.83,314.09,27,4.13,108.73129740594229
Banana,22.37,70.73,221.91,16,5.36,109.74064801685661
Banana,23.91,66.03,158.31,26,5.46,91.58829826184179
Banana,29.81,62.31,127.73,16,7.37,127.65334363514559
Banana,27.54,71.45,375.45,21,5.49,122.79302679764942
Banana,28.43,65.55,341.38,31,5.31,141.5232482893427
Banana,25.2,61.76,7.87,22,5.33,112.35026692386943
Banana,24.82,62.05,446.84,36,5.13,123.83237829460663
Banana,25.73,68.31,124.51,45,5.1,104.31370722264015
Banana,27.71,69.76,344.72,7,6.61,123.01078769504014
Banana,29.06,68.18,487.24,38,4.96,127.33819671751509
Banana,26.25,68.29,326.49,12,6.58,113.14691664048445
Banana,22.02,63.48,84.06,24,5.17,112.46557291942837
Banana,28.2,62.28,257.63,45,4.84,107.55719150271236
Banana,27.8,65.74,482.97,40,4.85,115.95952178076928
Banana,28.44,64.59,370.06,10,6.08,124.28153251292514
Banana,29.57,60.0,77.42,19,4.23,120.07451464630032
Banana,29.33,64.84,389.73,47,5.61,109.9514057169273
Banana,31.08,68.45,453.7,37,4.72,101.19619572802344
Banana,27.09,63.05,207.34,41,4.34,143.54525331806204
Banana,25.7,72.94,383.98,37,4.63,100.43566546612328
Banana,30.12,58.74,199.07,29,5.85,135.42790118538852
Banana,29.73,60.88,332.95,20,6.16,102.29736823743245
Banana,26.3,62.14,281.11,31,6.16,94.05889035517632
Banana,30.32,69.11,391.35,39,4.92,121.2016273264988
Banana,27.22,66.06,168.54,16,5.63,93.68973122038787
Banana,30.83,60.57,250.65,45,4.73,111.22780891737057
Banana,32.19,55.64,2.26,13,5.62,110.43020291369594
Banana,34.92,59.07,288.89,3,5.86,151.68705878380382
Banana,27.19,56.23,107.8,10,6.75,123.8549674863989
Banana,31.25,69.37,256.55,36,5.45,122.63373636997002
Banana,29.56,59.7,11.02,2,6.32,110.86776906323726
Banana,29.84,68.4,197.95,47,4.94,117.17981675167323
Banana,28.27,67.72,381.9,32,5.14,138.07135039699386
Banana,29.85,70.96,15.61,29,4.87,125.81482423552394
Banana,22.88,61.43,432.01,46,4.73,119.82141833775243
Banana,26.91,67.02,322.0,38,3.78,107.69117130654764
Banana,25.04,65.61,374.76,8,5.95,120.81294050242084
Banana,24.79,65.62,94.22,47,3.65,99.4840561573779
Banana,22.69,64.9,109.0,17,6.86,129.93043950180154
Banana,25.42,69.21,169.73,15,6.67,110.35816203014052
Banana,26.48,68.66,125.74,34,4.66,94.87582555949666
Banana,27.55,64.99,324.61,7,6.69,102.77619980301014
Banana,26.96,62.7,38.61,22,6.96,75.66333619500277
Banana,30.16,62.13,360.17,11,6.46,125.26007876650469
Banana,24.31,65.18,396.45,33,4.4,113.02891230884292
Banana,21.17,66.11,491.6,7,5.47,131.3448898916507
Banana,28.59,64.54,423.7,3,7.57,115.07244479407044
Banana,26.86,58.54,435.0,40,4.95,117.89500422522852
Banana,26.8,63.48,168.49,28,5.33,114.97767376710968
Banana,24.86,62.36,397.86,15,6.35,134.4667543414972
Banana,29.73,65.08,172.07,24,5.97,162.78177425057055
Banana,25.74,77.68,132.86,40,5.47,111.73719067744388
Banana,24.35,67.15,132.27,22,4.93,123.80651801893683
Banana,32.02,71.31,49.59,42,4.73,121.54750152504417
Banana,29.07,61.58,254.46,31,5.06,143.27599066733347
Banana,26.88,65.11,323.04,26,5.41,137.44219849202875
Banana,19.68,71.14,358.38,25,5.39,127.94183810635265
Banana,26.29,57.1,279.98,12,7.21,101.57904633499267
Banana,26.94,63.83,257.28,36,4.28,126.0396951911186
Banana,31.39,68.1,347.8,5,7.23,98.04383867995004
Banana,21.75,64.64,330.97,38,4.61,116.64327251626403
Banana,31.68,62.16,234.49,37,5.96,111.90022643449345
Banana,28.31,62.44,50.28,14,7.06,116.7192593418859
Banana,23.38,66.58,28.41,10,6.34,120.85963678235808
Banana,29.77,57.15,199.61,29,5.09,105.49532444099195
Banana,26.27,65.62,82.66,47,4.14,97.34393285925817
Banana,22.01,68.63,301.53,17,4.42,130.47341273895844
Banana,25.67,63.19,16.59,7,6.38,96.96201201536797
Banana,27.76,57.2,405.71,28,6.0,97.28830812578308
Banana,27.19,62.44,329.06,11,6.53,135.05831754487306
Banana,28.93,64.38,398.65,24,6.7,125.97301562532493
Banana,30.29,59.62,487.91,22,5.73,102.32712156253244
Banana,23.7,65.15,123.92,27,6.32,127.40980017862692
Banana,26.94,65.86,394.54,46,4.8,101.77752087906637
Banana,25.17,71.01,139.85,4,7.65,133.15701892702015
Banana,23.25,64.18,452.04,44,4.81,86.19640585099414
Banana,26.84,65.56,367.35,36,4.74,117.95800652801032
Banana,28.29,62.25,8.79,8,6.42,123.31156031700846
Banana,28.47,62.61,91.72,28,6.17,107.24490139105035
Banana,25.81,68.52,426.19,43,4.38,76.25065784357017
Banana,23.98,63.83,333.81,34,4.23,91.58548144519732
Banana,25.07,69.13,466.64,5,7.24,108.52597406647469
Banana,21.37,64.77,375.31,27,4.89,95.97700621556523
Banana,23.43,59.28,27.75,9,6.61,129.01325705734598
Banana,23.69,61.54,72.51,21,6.05,110.17696602001146
Banana,29.54,77.09,281.03,18,5.55,113.18562920830989
Banana,29.53,64.5,328.28,6,4.88,119.66111044433264
Banana,33.39,56.92,411.53,10,6.92,107.11058214296912
Banana,27.72,59.31,454.61,9,7.38,125.52811689348877
Banana,25.55,61.44,119.71,8,5.54,119.4804836640699
Banana,27.04,60.53,25.76,38,5.38,100.2479877184044
Banana,26.49,59.5,252.31,37,5.18,120.59713656952125
Banana,25.1,72.31,435.66,4,6.21,114.63677143901452
Banana,27.96,68.32,377.42,9,7.75,131.28077506073785
Banana,27.58,64.0,353.6,6,7.24,119.25620061080615
Banana,26.75,62.06,390.13,6,6.29,116.8823062112498
Banana,26.12,64.19,57.43,18,6.2,113.65257977979626
Banana,28.9,73.9,412.39,28,4.52,124.78215616541584
Banana,25.34,60.67,98.42,41,5.54,111.44224701130447
Banana,25.79,57.11,288.63,40,5.96,126.52491930315367
Banana,28.43,68.34,396.07,13,7.33,114.78964575262007
Banana,30.03,70.04,340.41,29,5.89,123.32898780250855
Banana,29.76,72.26,372.66,5,6.45,116.93912475727923
Banana,26.22,63.24,244.93,29,6.91,88.32878323101949
Banana,23.21,63.29,126.19,26,4.92,116.12321931261997
Banana,26.13,75.06,60.33,37,5.51,141.89714793771017
Banana,27.22,67.98,192.21,43,4.59,86.6389292443224
Banana,23.66,64.57,319.29,4,5.75,153.0578351045771
Banana,26.08,67.52,411.72,32,5.45,137.15342106803507
Banana,30.62,62.82,141.16,38,4.83,133.42141386282984
Banana,27.44,66.51,359.21,13,6.85,120.5308858628083
Banana,25.38,66.42,457.74,38,5.35,111.21893066714492
Banana,27.09,69.17,320.11,38,3.66,105.42871050280573
Banana,27.25,60.08,443.23,5,6.14,111.88585661026136
Banana,25.88,66.78,206.79,31,5.19,125.77126570191444
Banana,29.32,59.17,160.29,39,5.85,126.6425503004806
Banana,21.51,74.38,120.16,43,3.75,107.73609183438474
Banana,28.42,62.9,396.74,39,4.76,104.20159920522842
Banana,25.28,56.73,21.09,28,6.15,98.8475215006484
Banana,30.14,78.89,93.91,23,5.71,100.70056177226697
Banana,23.18,62.39,11.28,2,6.96,109.62847901150738
Banana,29.82,65.47,71.43,44,4.14,122.36112178048786
Banana,24.63,56.52,25.74,39,7.05,78.45121672920196
Banana,27.97,64.73,129.92,21,6.01,142.08096889814973
Banana,25.61,73.36,95.2,19,5.33,126.52197104592861
Banana,30.38,68.52,265.29,7,6.41,138.6996249515056
Banana,26.43,56.5,207.4,13,6.43,99.9237398816013
Banana,24.83,61.18,243.22,18,6.45,106.24990170658664
Banana,31.2,69.59,258.18,23,6.34,113.35164894561609
Banana,26.16,68.18,473.18,19,5.65,110.60643349682339
Banana,28.57,62.57,180.81,11,6.19,105.69911060972348
Banana,29.82,66.99,14.79,25,6.28,130.27028177366648
Banana,24.36,59.01,211.18,21,7.64,93.11248994500126
Banana,28.27,58.46,368.49,13,6.76,133.56539175367095
Banana,28.67,52.53,493.63,5,8.19,124.49603302200177
Banana,22.36,69.63,47.62,43,3.7,110.79275311854808
Banana,27.97,64.47,353.89,6,6.77,106.12727484112376
Banana,25.94,65.02,40.69,27,5.31,100.91647937913817
Banana,31.86,49.65,483.41,37,5.4,108.99676789893269
Banana,29.6,64.75,114.45,17,6.73,134.616347167585
Banana,28.32,67.76,242.9,6,7.41,128.8770835477063
Banana,20.88,54.55,201.54,27,6.99,142.29011791527418
Banana,28.33,65.22,178.44,20,5.07,112.58480805160885
Banana,24.72,64.67,96.51,7,5.93,113.77018516161421
Banana,29.62,62.67,324.52,25,5.76,116.4967580376564
Banana,26.52,71.54,83.33,32,5.01,96.0354344999412
Banana,25.44,70.34,119.74,32,6.17,126.24006652796542
Banana,25.69,81.59,137.12,8,6.42,107.19397900011563
Banana,25.89,58.94,262.38,11,7.65,133.18329309449155
Banana,22.96,67.14,460.65,40,5.17,103.56837175002075
Banana,23.35,72.5,10.48,23,6.36,131.48489201783642
Banana,25.99,61.54,269.3,15,7.35,119.34347574586319
Banana,31.67,73.46,258.41,29,5.16,111.49296043374078
Banana,29.14,66.82,170.36,43,4.19,111.61948539332558
Banana,29.41,56.27,317.73,23,6.35,114.72131117561133
Banana,30.59,58.57,187.32,33,4.44,119.21668830722285
Banana,27.84,62.1,250.97,12,6.46,83.33990207594235
Banana,25.63,64.56,101.29,15,5.82,122.10911210178176
Banana,25.77,71.19,16.33,32,5.42,137.69332860228437
Banana,24.52,64.55,3.42,45,4.45,101.15565673023035
Banana,29.43,71.0,60.46,5,7.25,151.32851593590917
Banana,24.19,65.54,39.27,46,5.01,124.64174760758732
Banana,33.27,65.06,443.99,23,5.78,118.70390071200332
Banana,24.29,63.54,497.39,30,5.63,101.6971428339913
Banana,30.67,69.91,159.51,36,5.33,108.11372196801334
Banana,30.68,65.65,245.88,14,7.32,130.13134674085333
Banana,28.87,61.34,323.69,21,5.12,111.07358484302259
Banana,31.86,66.66,242.27,20,5.85,90.63573037751438
Banana,26.41,62.71,322.21,16,6.35,114.8235425174438
Banana,27.38,62.44,462.26,27,4.56,104.94690100746502
Banana,27.67,70.91,494.22,21,5.61,120.16658656335422
Banana,28.77,64.2,99.72,37,5.43,109.4534949482762
Banana,21.54,75.67,333.37,7,5.48,127.90571053611681
Banana,26.68,68.68,470.32,16,6.26,109.38455455061137
Banana,29.57,61.17,435.13,5,7.81,116.19342930118982
Banana,25.88,60.83,347.53,7,6.16,122.87253546929576
Banana,32.88,58.8,48.87,3,7.43,123.8080308097017
Banana,27.38,68.03,410.65,37,4.44,100.58945363723141
Banana,28.54,60.72,377.88,16,5.92,147.49985985831927
Banana,31.65,53.67,348.12,13,6.14,115.92669327113859
Banana,27.39,56.74,384.56,41,5.5,110.30066588302142
Banana,31.6,59.48,328.4,45,3.35,125.94366511823597
Banana,28.75,66.68,303.31,42,4.9,99.81493650141083
Banana,28.76,64.59,101.11,8,6.49,115.7000037481859
Banana,24.33,69.71,62.89,23,6.61,119.52443005171531
Banana,30.32,60.46,114.08,9,5.17,137.26678225565757
Banana,25.18,63.38,362.56,43,4.68,124.0415714828819
Banana,26.44,73.74,408.96,12,6.47,113.61430412768829
Banana,30.78,63.29,473.71,3,6.62,98.39668339928113
Banana,25.9,66.12,376.58,31,4.09,121.27399128201253
Banana,28.04,61.72,139.03,5,6.72,94.30480455447723
Banana,26.84,63.87,269.63,26,6.22,113.3209300693879
Banana,26.94,67.38,473.07,22,6.13,99.53663358061526
Banana,26.55,68.29,32.17,26,5.4,122.43067811486765
Banana,23.89,65.59,278.92,10,6.14,124.1327777530956
Banana,28.64,63.7,481.96,9,6.43,101.06937911309053
Banana,28.9,65.65,265.38,6,7.21,123.60189186584219
Banana,25.25,61.32,20.49,47,5.18,109.09447320396774
Banana,25.67,63.92,104.9,29,5.56,108.99437621354656
Banana,29.74,66.66,25.95,3,6.26,114.85855911443102
Banana,26.21,69.93,429.93,22,6.32,120.41737855803186
Banana,27.28,60.44,424.03,9,7.53,112.32934086093775
Banana,24.36,64.11,140.26,35,4.45,109.42782324451585
Banana,26.81,59.97,433.67,24,6.19,116.41162520649907
Banana,24.37,62.78,297.92,16,5.36,126.9679952000636
Banana,25.19,70.0,485.49,28,5.72,113.94081933444822
Banana,24.71,62.32,481.72,3,8.3,111.04411831898561
Banana,29.59,64.52,487.22,29,6.88,113.339472572118
Banana,23.01,58.82,45.94,12,7.05,109.02111642155643
Banana,27.8,62.19,109.21,47,4.38,111.80499889207805
Banana,26.33,57.26,119.64,22,6.55,89.79006172003535
Banana,31.19,66.39,121.89,43,4.74,107.49250824047462
Banana,29.34,66.84,245.3,33,4.53,94.1578861873032
Banana,23.28,66.68,492.73,33,4.95,132.7981959266522
Banana,25.32,67.01,23.18,8,6.83,136.40269996030295
Banana,26.96,66.69,127.46,23,4.85,121.82953089586472
Banana,25.32,57.37,169.05,15,7.74,111.50200607372976
Banana,29.72,61.06,380.95,14,5.55,128.0507009043759
Banana,27.51,53.78,205.86,22,5.8,136.74254751640058
Banana,26.42,62.68,306.51,23,5.67,150.065139623333
Banana,29.94,60.65,27.06,35,4.98,116.54462592187816
Banana,23.47,64.81,278.88,11,6.47,150.42201092380853
Banana,26.2,77.3,480.87,2,6.0,104.87845133272533
Banana,27.74,68.91,120.13,2,7.08,137.28366562895528
Banana,26.58,72.65,348.89,25,4.32,110.44994747119468
Banana,17.69,69.11,115.46,4,5.82,115.06793711030689
Banana,28.02,64.5,439.96,32,4.56,123.97346076339288
Banana,28.51,64.95,174.3,44,5.45,106.40435337810426
Banana,23.96,69.32,260.73,42,5.7,103.94929061400885
Banana,20.45,66.24,332.49,14,6.91,139.75680627231324
Banana,24.97,63.56,84.45,5,6.76,109.66787123496444
Banana,26.39,72.13,159.27,24,4.99,124.0991216391435
Banana,26.67,67.22,16.28,7,6.7,143.99552432385943
Banana,21.1,57.87,29.59,35,5.03,97.63211019459844
Banana,27.61,64.1,460.12,42,3.75,114.18215570770873
Banana,30.09,65.25,347.89,19,6.08,109.27923275539153
Banana,29.87,62.98,293.09,37,5.73,127.12850461586565
Banana,30.67,63.07,160.46,27,6.03,108.31682881199347
Banana,23.36,62.91,410.97,34,5.42,111.79779777947734
Banana,29.64,56.08,417.3,34,5.06,122.39780479350667
Banana,24.2,55.19,281.53,26,5.96,126.75302658727249
Banana,29.37,61.73,286.37,18,6.1,134.05680469601202
Banana,24.79,63.0,171.07,4,6.72,112.1406393835344
Banana,28.06,58.3,226.28,23,5.31,105.64989011970202
Banana,31.61,59.88,58.31,36,3.88,124.83586446319003
Banana,29.8,63.73,279.11,5,6.13,118.77994910523995
Banana,24.23,70.16,365.73,29,7.17,130.84174910881822
Banana,23.58,69.83,448.25,14,6.88,107.00379509654546
Banana,29.33,69.99,296.86,31,5.61,112.40198052837682
Banana,30.96,59.95,381.29,13,5.98,122.2192277729203
Banana,28.29,63.89,12.81,4,7.6,145.6678566153436
Banana,25.47,71.18,210.83,22,5.8,103.7379247607542
Banana,27.13,56.18,410.85,41,6.37,99.88735437445182
Banana,28.3,62.7,80.86,2,7.57,139.00672814918144
Banana,26.73,66.11,14.18,19,5.78,138.5386750349467
Banana,24.24,56.47,254.35,14,7.6,111.03398942791752
Banana,30.19,67.14,464.71,8,5.37,122.16307267673697
Banana,32.63,72.73,285.42,14,4.76,124.31806295466077
Banana,31.28,71.12,175.22,18,4.42,111.55684561783767
Banana,20.49,64.11,454.05,46,4.06,98.15743030293481
Banana,30.47,69.07,374.97,33,5.15,105.75154650457407
Banana,28.73,56.42,67.04,30,5.26,115.1245684331022
Banana,25.03,66.39,118.57,46,5.04,125.80056776647152
Banana,21.11,63.48,401.58,31,4.97,109.4413025423766
Banana,26.66,64.25,489.42,12,6.69,128.93410410736936
Banana,28.09,65.52,343.32,15,5.79,140.03817051489386
Banana,23.68,66.94,409.19,11,5.99,104.39810210061391
Banana,30.7,57.74,459.43,9,5.69,123.16997848283826
Banana,30.62,60.1,188.03,32,5.36,125.1315699290205
Banana,28.4,63.72,430.42,7,6.0,137.58772987566053
Banana,22.88,56.11,242.1,20,5.34,107.52229144046933
Banana,26.21,65.69,141.35,20,6.14,127.81172817093066
Banana,29.17,69.16,216.79,13,4.02,99.2098006553878
Banana,28.97,71.96,14.53,40,3.3,84.87064324863027
Banana,24.9,65.48,441.8,19,6.47,131.27519639177422
Banana,25.34,74.43,362.13,4,6.26,112.67920252974085
Banana,24.83,64.82,129.76,10,5.98,127.02072259975292
Banana,26.15,58.72,230.06,7,6.97,127.38317127765916
Banana,25.54,64.72,439.28,2,7.29,121.20314110253979
Banana,24.99,63.97,146.16,43,4.37,85.84154528359304
Banana,26.59,67.58,317.48,41,5.22,104.05191523502683
Banana,27.12,66.35,95.78,30,5.41,127.09188958263427
Banana,30.26,66.0,478.29,36,4.77,89.02911024896552
Banana,21.66,69.83,84.59,36,6.07,120.04219918132365
Banana,30.66,62.85,162.47,31,6.14,137.3190434543464
Banana,24.76,67.69,460.0,36,5.36,96.05727572263534
Banana,32.58,66.4,197.32,40,4.58,94.18682966561906
Banana,29.02,65.57,174.98,23,6.64,135.57118641257824
Banana,28.64,64.67,388.17,44,3.22,114.92904247821419
Banana,26.69,58.64,76.59,29,5.62,98.03382135034697
Banana,33.19,63.73,495.2,19,5.3,110.22439962922743
Banana,26.91,64.05,232.99,33,4.76,112.79184624018572
Banana,31.54,61.39,497.3,6,7.66,144.91964287504308
Banana,25.28,58.21,338.37,35,5.67,112.29888229709006
Banana,29.15,62.22,414.01,32,5.78,107.71978601122575
Banana,32.69,62.63,209.11,47,6.06,73.71936673066266
Banana,24.46,58.3,221.33,34,5.3,122.57340916184717
